Persona_ID,Model,Temperature,Prompt_Strategy,SD_econ,Mean_econ,SD_polit,Mean_polit,OSS
user_03,gemini2.5pro,0.2,cot,0.5480693386789668,6.606,0.46868966278338164,1.098,0.7211449230217183
user_03,gemini2.5pro,0.2,zero,0.6434827115004722,6.382,0.5239083889383715,1.446,0.8297891298396237
user_03,gemini2.5pro,0.7,cot,0.3671784307390618,6.981999999999999,0.21382235617446552,1.242,0.4248999882325251
user_03,gemini2.5pro,0.7,zero,0.8870287481248846,7.808,0.245010203869145,1.284,0.920244532719429
user_03,gemini2.5pro,1.0,cot,0.3671784307390618,6.981999999999999,0.488702363407422,0.9960000000000001,0.6112691714784902
user_03,gemini2.5pro,1.0,zero,1.0708081060582235,6.783999999999999,0.29760712357065644,1.6420000000000001,1.1113955191559841
user_03,gpt4o,0.2,cot,0.4541475531146238,5.7299999999999995,0.2938877336671267,-1.8579999999999999,0.5409436199827113
user_03,gpt4o,0.2,zero,0.40942642806736357,5.2059999999999995,0.16084153692376854,0.23200000000000004,0.43988634895845546
user_03,gpt4o,0.7,cot,1.1384507016116245,5.1579999999999995,0.23340951137432242,-2.126,1.1621316620762039
user_03,gpt4o,0.7,zero,0.46051058619753793,5.357999999999999,0.29966648127543394,0.33,0.5494269742195045
user_03,gpt4o,1.0,cot,0.5916671361500485,4.208,0.43592430535587245,-1.886,0.7349149610669251
user_03,gpt4o,1.0,zero,0.5887529193133568,5.356,0.3094026502795347,0.656,0.6651014960139543
user_03,qwen,0.2,cot,0.4124681805909396,3.9339999999999997,0.26795522013948525,0.43,0.4918638022867712
user_03,qwen,0.2,zero,0.11180339887498948,5.81,0.07071067811865477,0.82,0.13228756555322954
user_03,qwen,0.7,cot,0.6596438432972751,3.7059999999999995,0.39060209932871587,0.052000000000000005,0.7666159403508382
user_03,qwen,0.7,zero,0.27591665408235144,5.833999999999999,0.07231873892705817,0.5439999999999999,0.2852367437761131
user_03,qwen,1.0,cot,0.9050248615369636,3.6319999999999992,0.5048960289010005,-0.041999999999999996,1.036334887958521
user_03,qwen,1.0,zero,0.311656862590895,5.906,0.3058921378525443,0.718,0.436692111217961
user_04,gemini2.5pro,0.2,cot,1.4983557654976336,2.432,0.25577333715616263,5.568,1.5200296049748503
user_04,gemini2.5pro,0.2,zero,0.44673258220102996,3.281999999999999,0.34852546535368123,5.712000000000001,0.5666039180944658
user_04,gemini2.5pro,0.7,cot,0.5717342039794366,2.634,0.7041448714575715,4.922,0.907028114227999
user_04,gemini2.5pro,0.7,zero,0.8386775304012861,3.156,0.5195478803729257,5.814,0.9865647469882552
user_04,gemini2.5pro,1.0,cot,1.2226283163741956,2.408,0.5277594148852296,5.476,1.3316718815083541
user_04,gemini2.5pro,1.0,zero,1.1250022222200273,2.0060000000000002,0.2334095113743226,5.456,1.1489603996657152
user_04,gpt4o,0.2,cot,0.35891503172756645,3.6819999999999995,0.4760567193097898,2.614,0.5961962764056817
user_04,gpt4o,0.2,zero,0.1614620698492374,2.9079999999999995,0.2500999800079959,4.01,0.2976911150840749
user_04,gpt4o,0.7,cot,0.8356554313830552,3.032,0.5312532352842664,2.584,0.9902272466459404
user_04,gpt4o,0.7,zero,0.7937694879497447,2.182,0.24651571957990848,3.528,0.83116785308384
user_04,gpt4o,1.0,cot,0.6179158518762891,3.058,0.4543346784034872,3.038,0.7669680567011902
user_04,gpt4o,1.0,zero,0.6021378579694188,1.9579999999999997,0.5307730211681825,3.5380000000000003,0.8026767718079301
user_04,qwen,0.2,cot,0.44812944558464346,3.281999999999999,0.31788362650504676,5.630000000000001,0.5494269742195044
user_04,qwen,0.2,zero,0.0,4.13,0.1575753787874233,5.416,0.1575753787874233
user_04,qwen,0.7,cot,0.5374197614528143,2.9319999999999995,0.4574166590757274,5.014000000000001,0.7057265759485044
user_04,qwen,0.7,zero,0.20510972673181543,4.108,0.22984777571253556,5.465999999999999,0.30805843601498734
user_04,qwen,1.0,cot,0.8061141358393362,2.9079999999999995,0.4620281376712895,5.088,0.929134005405033
user_04,qwen,1.0,zero,0.2942278029010854,4.132,0.33774250546829326,5.228,0.44792856573342144
user_05,gemini2.5pro,0.2,cot,0.7786205751198718,3.0599999999999996,0.15073154945133416,1.702,0.7930762888902932
user_05,gemini2.5pro,0.2,zero,1.0146772885996809,3.532,0.4169292505929512,3.5139999999999993,1.096995897895703
user_05,gemini2.5pro,0.7,cot,0.6393903346157181,2.9579999999999997,0.42540568872548007,1.982,0.7679778642643289
user_05,gemini2.5pro,0.7,zero,1.676699138187886,3.7080000000000006,0.6539724764850583,3.054,1.7997222007854432
user_05,gemini2.5pro,1.0,cot,1.512554131262746,3.3819999999999992,0.5507449500449368,2.288,1.6097018357447443
user_05,gemini2.5pro,1.0,zero,1.1236102527122116,3.9599999999999995,0.5724683397359194,2.822,1.2610392539489006
user_05,gpt4o,0.2,cot,0.1785497129653252,1.384,0.4228829625321881,0.27599999999999997,0.45903158932692206
user_05,gpt4o,0.2,zero,0.4873397172404481,0.7799999999999999,0.4155117326863347,1.6300000000000001,0.6404295433535214
user_05,gpt4o,0.7,cot,0.5965064961926231,1.2819999999999998,0.36894444026167417,0.11200000000000002,0.7013843454198275
user_05,gpt4o,0.7,zero,0.8467998582900211,0.6079999999999999,0.3191708006694847,2.008,0.9049530374555355
user_05,gpt4o,1.0,cot,0.5541389717390394,1.8579999999999999,0.34361315457939035,0.308,0.6520276067775044
user_05,gpt4o,1.0,zero,0.8519507027991702,0.03199999999999999,0.4880266386171968,1.6920000000000002,0.9818299241722062
user_05,qwen,0.2,cot,0.18609137540466514,1.656,0.3840312487285378,0.194,0.42674348266845274
user_05,qwen,0.2,zero,0.0,3.01,0.1321741275741966,1.292,0.1321741275741966
user_05,qwen,0.7,cot,0.7355746053256595,1.732,0.1865475810617763,0.41000000000000003,0.7588609885875014
user_05,qwen,0.7,zero,0.33541019662496846,2.4099999999999997,0.2771281292110203,1.27,0.4350861983561418
user_05,qwen,1.0,cot,0.690702540895862,0.8579999999999999,0.3578686910027196,0.15200000000000005,0.7779074495079733
user_05,qwen,1.0,zero,0.7387963183449143,2.1079999999999997,0.36023603373343976,1.168,0.8219428203956769
user_06,gemini2.5pro,0.2,cot,0.4765186250294946,-5.718000000000001,0.044721359549995635,-9.98,0.47861257818824615
user_06,gemini2.5pro,0.2,zero,0.3890758280849634,-5.5440000000000005,0.0,-9.49,0.3890758280849634
user_06,gemini2.5pro,0.7,cot,0.3985222703940145,-5.8180000000000005,0.0,-10.0,0.3985222703940145
user_06,gemini2.5pro,0.7,zero,0.0,-5.37,0.2232039426175083,-9.632000000000001,0.2232039426175083
user_06,gemini2.5pro,1.0,cot,0.3890758280849634,-5.5440000000000005,0.2793385043276346,-9.796000000000001,0.47896763982548957
user_06,gemini2.5pro,1.0,zero,0.3770013262576142,-5.593999999999999,0.2793385043276346,-9.796000000000001,0.4692121055556857
user_06,gpt4o,0.2,cot,0.22360679774997896,-5.470000000000001,0.3141973901864879,-9.672,0.38564232132897464
user_06,gpt4o,0.2,zero,0.2542243104032343,-5.766000000000001,0.07429670248402716,-9.692,0.2648584527629807
user_06,gpt4o,0.7,cot,0.16994116628998399,-5.5440000000000005,0.21243822631532214,-9.734,0.2720477899193449
user_06,gpt4o,0.7,zero,0.3867428085950662,-5.468000000000001,0.18854707634964846,-9.55,0.4302557379047956
user_06,gpt4o,1.0,cot,0.3985222703940145,-5.8180000000000005,0.15562776101968448,-9.838000000000001,0.42783174262787005
user_06,gpt4o,1.0,zero,0.4175164667411335,-5.442,0.24058262613912856,-9.496,0.4818713521262701
user_06,qwen,0.2,cot,0.321434285663493,-4.642,0.1758408371226666,-8.942,0.3663877727217438
user_06,qwen,0.2,zero,0.06572670690061999,-4.668000000000001,0.08848728722251598,-8.596,0.11022703842524323
user_06,qwen,0.7,cot,0.2599423012901132,-4.818,0.2969511744378193,-8.964000000000002,0.39465174521342256
user_06,qwen,0.7,zero,0.0,-4.62,0.1050238068249294,-8.616,0.1050238068249294
user_06,qwen,1.0,cot,0.347951145996101,-4.8420000000000005,0.30003333148168676,-8.831999999999999,0.4594453177473895
user_06,qwen,1.0,zero,0.17501428513124295,-4.744000000000001,0.06024948132556796,-8.553999999999998,0.1850945704227976
user_07,gemini2.5pro,0.2,cot,0.47678087209954223,-5.518000000000001,0.27871132018631734,-9.734,0.552268050859363
user_07,gemini2.5pro,0.2,zero,0.5906098543031602,-5.8180000000000005,0.0,-10.0,0.5906098543031602
user_07,gemini2.5pro,0.7,cot,0.4175164667411335,-5.942,0.21743964679883052,-9.846,0.470744091837593
user_07,gemini2.5pro,0.7,zero,0.2542243104032343,-5.594,0.22807893370497845,-9.898,0.34154062715876127
user_07,gemini2.5pro,1.0,cot,0.5172716887671314,-5.5680000000000005,0.22807893370497848,-9.898,0.5653229165706977
user_07,gemini2.5pro,1.0,zero,0.5082519060465982,-5.892,0.13863621460498715,-9.937999999999999,0.5268206525944101
user_07,gpt4o,0.2,cot,0.30964495797606656,-5.844,0.08366600265340725,-9.879999999999999,0.32074912314767123
user_07,gpt4o,0.2,zero,0.3111591232793922,-5.442,0.09449867723941986,-9.426,0.32519225083018205
user_07,gpt4o,0.7,cot,0.33958798565320303,-5.868,0.11755849607748492,-9.858,0.3593605431874791
user_07,gpt4o,0.7,zero,0.3578686910027196,-5.192,0.14673104647619772,-9.384,0.3867815921162745
user_07,gpt4o,1.0,cot,0.4330127018922193,-5.37,0.21323695739716403,-9.712,0.48266965929090666
user_07,gpt4o,1.0,zero,0.398911017646793,-5.465999999999999,0.16300306745579943,-9.372000000000002,0.43092922852830473
user_07,qwen,0.2,cot,0.18474306482247177,-4.965999999999999,0.07861297602813434,-8.606,0.20077350422802315
user_07,qwen,0.2,zero,0.06572670690061999,-4.692,0.08729261137118124,-8.638,0.1092703070371823
user_07,qwen,0.7,cot,0.32337284981890485,-5.142,0.06708203932499411,-8.39,0.33025747531282323
user_07,qwen,0.7,zero,0.2795174413162799,-4.866000000000001,0.18942016788082547,-8.576,0.33765366871988833
user_07,qwen,1.0,cot,0.14342245291445826,-4.942,0.08366600265340789,-8.49,0.16604216332004365
user_07,qwen,1.0,zero,0.13831124321616084,-4.965999999999999,0.18926172354705034,-8.501999999999999,0.2344141633946211
user_08,gemini2.5pro,0.2,cot,0.284394092765655,-5.344,0.21743964679883052,-9.846,0.3579944133642314
user_08,gemini2.5pro,0.2,zero,0.2420123963767145,-5.3420000000000005,0.0,-10.0,0.2420123963767145
user_08,gemini2.5pro,0.7,cot,0.9555469637856634,-4.692,0.1609968943799846,-9.928,0.96901496376475
user_08,gemini2.5pro,0.7,zero,0.6782846010341086,-5.3180000000000005,0.16979399282660176,-9.876,0.6992138442565335
user_08,gemini2.5pro,1.0,cot,0.7182478680789802,-5.093999999999999,0.0,-10.0,0.7182478680789802
user_08,gemini2.5pro,1.0,zero,1.0736945561937064,-4.868,0.0,-10.0,1.0736945561937064
user_08,gpt4o,0.2,cot,0.39528470752104744,-4.74,0.13845576911057236,-9.611999999999998,0.41883170844624473
user_08,gpt4o,0.2,zero,0.2394159560263267,-5.018,0.08944271909999217,-9.09,0.2555777768116784
user_08,gpt4o,0.7,cot,0.36004166425568024,-4.766,0.17924843095547627,-9.684,0.4021939830479816
user_08,gpt4o,0.7,zero,0.7071067811865476,-4.74,0.23937418407171687,-9.22,0.7465252842335619
user_08,gpt4o,1.0,cot,0.11180339887498948,-4.540000000000001,0.24754797514825336,-9.716,0.2716247411411565
user_08,gpt4o,1.0,zero,0.5110088061863514,-4.944000000000001,0.36425265956475866,-8.964,0.6275428272237681
user_08,qwen,0.2,cot,0.2420123963767145,-5.3420000000000005,0.33402095742632676,-8.357999999999999,0.4124803025600131
user_08,qwen,0.2,zero,0.11180339887498948,-5.32,0.08944271909999216,-8.68,0.1431782106327639
user_08,qwen,0.7,cot,0.4473589163077003,-5.316000000000001,0.17383900597967045,-8.472,0.4799479138406582
user_08,qwen,0.7,zero,0.1767766952966369,-5.37,0.22029525641738207,-8.616000000000001,0.2824535360019416
user_08,qwen,1.0,cot,0.1976613265158362,-5.618,0.1757270610919107,-8.604000000000001,0.2644806231087641
user_08,qwen,1.0,zero,0.13693063937629152,-5.5200000000000005,0.35870600775565503,-8.392,0.38395312213862776
user_09,gemini2.5pro,0.2,cot,0.6764392064332166,-5.292,0.23349518196314056,-9.847999999999999,0.7156046394483478
user_09,gemini2.5pro,0.2,zero,0.4613241810267482,-4.992,0.0,-10.0,0.4613241810267482
user_09,gemini2.5pro,0.7,cot,0.41216501549743395,-6.166000000000001,0.10246950765959598,-9.529999999999998,0.4247116668988503
user_09,gemini2.5pro,0.7,zero,0.4255232073577187,-5.518,0.05477225575051641,-9.94,0.42903379820242604
user_09,gemini2.5pro,1.0,cot,0.8625949223129011,-5.742000000000001,0.3705671329192594,-9.591999999999999,0.9388237321244068
user_09,gemini2.5pro,1.0,zero,0.8137137088681742,-5.594,0.0,-10.0,0.8137137088681742
user_09,gpt4o,0.2,cot,0.4765186250294946,-5.718000000000001,0.09338094023943032,-9.838000000000001,0.48558212487693586
user_09,gpt4o,0.2,zero,0.2851666179622012,-5.8180000000000005,0.0,-9.54,0.2851666179622012
user_09,gpt4o,0.7,cot,0.3770013262576142,-5.594,0.05477225575051641,-9.84,0.38095931541307665
user_09,gpt4o,0.7,zero,0.3770013262576142,-5.594,0.21977260975835936,-9.529999999999998,0.4363828594250697
user_09,gpt4o,1.0,cot,0.13693063937629152,-5.470000000000001,0.05477225575051641,-9.84,0.14747881203752616
user_09,gpt4o,1.0,zero,0.28351366810085193,-5.644,0.3692289262774521,-9.284,0.4655212132653035
user_09,qwen,0.2,cot,0.05813776741499448,-5.266,0.15006665185843301,-9.028,0.16093476939431123
user_09,qwen,0.2,zero,0.0,-5.62,0.0,-8.92,0.0
user_09,qwen,0.7,cot,0.11238327277669038,-5.2940000000000005,0.27871132018631783,-8.964,0.3005162225238434
user_09,qwen,0.7,zero,0.0,-5.62,0.21533694527414463,-9.088,0.21533694527414463
user_09,qwen,1.0,cot,0.24521419208520537,-5.316000000000001,0.14791889669680527,-8.964,0.2863738814906138
user_09,qwen,1.0,zero,0.0,-5.62,0.1712308383440321,-9.088,0.1712308383440321
user_10,gemini2.5pro,0.2,cot,0.0,-6.24,0.22187834504520718,-9.815999999999999,0.22187834504520718
user_10,gemini2.5pro,0.2,zero,0.20813457185196307,-6.392,0.0,-10.0,0.20813457185196307
user_10,gemini2.5pro,0.7,cot,0.0,-6.24,0.05477225575051641,-9.959999999999999,0.05477225575051641
user_10,gemini2.5pro,0.7,zero,0.20813457185196307,-6.392,0.22117866081518797,-9.878,0.3037103883636514
user_10,gemini2.5pro,1.0,cot,0.2255659548779469,-6.266,0.044721359549995635,-9.98,0.22995651762887687
user_10,gemini2.5pro,1.0,zero,0.27180875629751156,-6.066000000000001,0.044721359549995635,-9.98,0.27546324618721824
user_10,gpt4o,0.2,cot,0.13693063937629152,-5.5200000000000005,0.0,-9.9,0.13693063937629152
user_10,gpt4o,0.2,zero,0.44279792230768206,-5.518000000000001,0.16858232410309223,-9.468,0.47380375684454007
user_10,gpt4o,0.7,cot,0.0,-5.62,0.11502173707608535,-9.815999999999999,0.11502173707608535
user_10,gpt4o,0.7,zero,0.44279792230768206,-5.518,0.18689569283426521,-9.443999999999999,0.48062459362791665
user_10,gpt4o,1.0,cot,0.2091650066335189,-5.42,0.08848728722251621,-9.776,0.22711230702011745
user_10,gpt4o,1.0,zero,0.47336032786873894,-5.368,0.19887181801351322,-9.620000000000001,0.5134393829849829
user_10,qwen,0.2,cot,0.37799470895767845,-4.966,0.10954451150103381,-9.11,0.39354796403996317
user_10,qwen,0.2,zero,0.0,-5.37,0.0,-8.82,0.0
user_10,qwen,0.7,cot,0.2738612787525831,-5.17,0.11278297743897414,-8.931999999999999,0.2961756235749326
user_10,qwen,0.7,zero,0.11180339887498948,-5.42,0.1465264481245618,-8.832,0.1843095222716393
user_10,qwen,1.0,cot,0.2992824752637548,-4.968,0.18520259177452084,-8.8,0.3519517012318591
user_10,qwen,1.0,zero,0.19766132651583618,-5.118,0.17527121840165283,-8.758,0.26417797031546725
user_11,gemini2.5pro,0.2,cot,0.9601458222582652,-2.244,0.41578840772681486,-8.336,1.0463077941026724
user_11,gemini2.5pro,0.2,zero,1.5528425548007112,-2.5420000000000003,0.05477225575051739,-8.68,1.553808224975013
user_11,gemini2.5pro,0.7,cot,1.3232082224653836,-1.766,0.3669196097239828,-8.434000000000001,1.3731387402589732
user_11,gemini2.5pro,0.7,zero,0.9272971476285259,-2.9440000000000004,0.19929877069365015,-8.732,0.9484724561103502
user_11,gemini2.5pro,1.0,cot,0.9245647624693469,-2.518,0.1436314728741576,-8.575999999999999,0.9356548508932125
user_11,gemini2.5pro,1.0,zero,0.6340898989890945,-2.8920000000000003,0.23594490882407293,-8.687999999999999,0.6765648527672719
user_11,gpt4o,0.2,cot,0.6968715807091002,-3.8659999999999997,0.26229754097207975,-8.320000000000002,0.7446005640610271
user_11,gpt4o,0.2,zero,0.4561469061607236,-2.192,0.18539147768977945,-8.032,0.4923819655511359
user_11,gpt4o,0.7,cot,0.32883126372046806,-4.366,0.2742626478396209,-8.431999999999999,0.42819388132013275
user_11,gpt4o,0.7,zero,0.9799591828234481,-2.868,0.45213935904762803,-7.814,1.0792358407688285
user_11,gpt4o,1.0,cot,0.5514254256016855,-4.868,0.26038433132583033,-8.68,0.6098114462684345
user_11,gpt4o,1.0,zero,0.46770717334674267,-2.62,0.1653178756214827,-7.764,0.4960645119336799
user_11,qwen,0.2,cot,0.5598035369663182,-2.266,0.27949955277245087,-7.147999999999999,0.6256996084384263
user_11,qwen,0.2,zero,0.4330127018922193,0.26,0.11627553482998897,-7.281999999999999,0.44835253986121226
user_11,qwen,0.7,cot,0.7722175859173372,-1.818,0.1926914632255409,-7.3740000000000006,0.7958957218128516
user_11,qwen,0.7,zero,0.49047935736379367,-0.418,0.2803212442894759,-7.075999999999999,0.564933624419719
user_11,qwen,1.0,cot,0.49611490604496056,-1.1940000000000002,0.2865833212174079,-7.446,0.572939787412255
user_11,qwen,1.0,zero,0.5065273931388115,-0.368,0.3630426972134268,-7.6,0.6231933889251393
user_12,gemini2.5pro,0.2,cot,0.6380673945595403,-5.516000000000001,0.19370080020485206,-8.718,0.6668208155119335
user_12,gemini2.5pro,0.2,zero,0.38030251116709707,-4.843999999999999,0.07071067811865513,-8.72,0.3868203717489554
user_12,gemini2.5pro,0.7,cot,0.758287544405155,-6.040000000000001,0.41632919667013524,-8.636,0.8650606915124511
user_12,gemini2.5pro,0.7,zero,0.5269060637343245,-5.7940000000000005,0.19929877069365015,-8.608,0.5633382642782222
user_12,gemini2.5pro,1.0,cot,0.5792840408642378,-6.168,0.2604227332626707,-8.822,0.6351299079715897
user_12,gemini2.5pro,1.0,zero,0.5908214620340058,-5.242,0.11502173707608535,-8.636,0.6019136150644877
user_12,gpt4o,0.2,cot,0.5311591098719856,-4.594,0.26745093007877146,-8.564,0.5946931982123219
user_12,gpt4o,0.2,zero,0.45414755311462374,-2.72,0.1956527536223295,-7.384,0.4944997472193489
user_12,gpt4o,0.7,cot,0.4531887024187607,-5.394,0.2651414716712572,-8.75,0.525052378339533
user_12,gpt4o,0.7,zero,0.40071186655750535,-2.692,0.30369392486515134,-7.806,0.5027922035990615
user_12,gpt4o,1.0,cot,0.9632652801798681,-4.966000000000001,0.3099193443462348,-8.4,1.0118942632508596
user_12,gpt4o,1.0,zero,0.553235935203056,-2.768,0.41428251230289675,-7.406000000000001,0.6911584478250988
user_12,qwen,0.2,cot,0.27307508125056,-3.1420000000000003,0.048682645778552455,-6.638000000000001,0.27738060494562333
user_12,qwen,0.2,zero,0.4216870877795525,-3.368,0.08848728722251578,-7.4159999999999995,0.43087121045621046
user_12,qwen,0.7,cot,0.3432491806253877,-2.992,0.47031904065219393,-6.74,0.5822542400017368
user_12,qwen,0.7,zero,0.41841367090476383,-3.5420000000000003,0.21440615662802234,-7.478,0.47014891257983366
user_12,qwen,1.0,cot,0.318700486350429,-2.992,0.30703420004944065,-6.831999999999999,0.44253813395005853
user_12,qwen,1.0,zero,0.3593466293149276,-3.6439999999999997,0.22589820716420034,-7.536000000000001,0.42445258863623386
user_13,gemini2.5pro,0.2,cot,0.5415902510200863,-2.6420000000000003,0.3395879856532029,-8.872,0.6392495600311353
user_13,gemini2.5pro,0.2,zero,0.30187745858212073,-3.9160000000000004,0.2210656011232858,-8.402,0.3741657386773937
user_13,gemini2.5pro,0.7,cot,1.1216371962448464,-2.418,0.2708689720141455,-8.452000000000002,1.153880409747908
user_13,gemini2.5pro,0.7,zero,1.1502738804302217,-3.3659999999999997,0.19829271292712683,-8.268,1.1672403351495355
user_13,gemini2.5pro,1.0,cot,0.6917875396391583,-2.768,0.2704071004984886,-8.687999999999999,0.7427583725546281
user_13,gemini2.5pro,1.0,zero,0.6691935444996462,-3.992,0.3631528603770044,-8.584,0.7613803254615922
user_13,gpt4o,0.2,cot,0.37500666660740845,-3.6159999999999997,0.24058262613912856,-8.576,0.4455446105610522
user_13,gpt4o,0.2,zero,0.6538883696778832,-2.2920000000000003,0.20680909070928183,-7.128,0.6858133856961383
user_13,gpt4o,0.7,cot,0.5626988537397246,-3.6440000000000006,0.37505999520076766,-8.492,0.6762396025078684
user_13,gpt4o,0.7,zero,0.8040957654409082,-2.368,0.38823961673172913,-6.884,0.8929165694509202
user_13,gpt4o,1.0,cot,0.8385284729810908,-3.6160000000000005,0.10963576058932593,-8.462,0.8456654184723412
user_13,gpt4o,1.0,zero,0.8178508421466595,-1.816,0.36521226704479687,-7.106,0.895689678404301
user_13,qwen,0.2,cot,0.3163384263727694,-1.2920000000000003,0.15093044755780707,-6.156,0.3504996433664377
user_13,qwen,0.2,zero,0.7202430145443968,-1.52,0.044721359549995635,-7.110000000000001,0.7216300991505276
user_13,qwen,0.7,cot,1.1322852997367758,-1.892,0.35906823863995535,-6.554,1.18785521003193
user_13,qwen,0.7,zero,0.41079191812887467,-1.1700000000000002,0.1543372929657638,-7.087999999999999,0.4388279845224095
user_13,qwen,1.0,cot,0.9397180428192278,-1.9180000000000004,0.2651414716712572,-6.45,0.9764066775683173
user_13,qwen,1.0,zero,0.4472135954999579,-1.4200000000000002,0.19743353311937684,-6.996,0.4888558069615212
user_14,gemini2.5pro,0.2,cot,0.10521406750050111,1.408,0.1970532922840926,-8.124,0.22338307903688684
user_14,gemini2.5pro,0.2,zero,0.7347244381399056,1.408,1.1230983928400933,-7.55,1.3420767489231011
user_14,gemini2.5pro,0.7,cot,0.287349960849136,1.2079999999999997,0.24893774322107118,-7.662000000000001,0.38018416589858123
user_14,gemini2.5pro,0.7,zero,0.4541475531146236,1.6099999999999999,0.5375406961337906,-8.010000000000002,0.7037044834303673
user_14,gemini2.5pro,1.0,cot,0.5292730864119203,0.9339999999999999,0.38200785332241527,-8.166,0.6527327171208748
user_14,gemini2.5pro,1.0,zero,0.6937218462755802,1.9599999999999997,0.3980326619763763,-7.784000000000002,0.7997999749937481
user_14,gpt4o,0.2,cot,1.2496519515449092,-2.3940000000000006,0.15009996668887038,-7.7440000000000015,1.2586341803717234
user_14,gpt4o,0.2,zero,0.1767766952966369,-1.37,0.2850789364369105,-6.411999999999999,0.335440009539709
user_14,gpt4o,0.7,cot,0.5016273517263588,-2.8940000000000006,0.4420746543288812,-8.186,0.6686254556924974
user_14,gpt4o,0.7,zero,0.49706136442093346,-0.46799999999999997,0.4793537316012049,-6.523999999999999,0.6905432643940567
user_14,gpt4o,1.0,cot,0.4193804954930547,-2.5160000000000005,0.22210357943986392,-7.876,0.47456295683502314
