Persona_ID,Model,Temperature,Prompt_Strategy,SD_econ,Mean_econ,SD_polit,Mean_polit,OSS,Confidence,Entropy
user_02,qwen,1.0,cot,0.5466443084858746,3.681999999999999,0.2894304752440558,-0.658,0.6185386002506231,high,0.3358130528177506
user_02,qwen,1.0,zero,0.1040192289915667,6.282,0.4281588490268536,-0.472,0.4406132090620979,high,0.3123989206687783
user_03,gemini2.5pro,0.2,cot,0.5480693386789668,6.606,0.4686896627833816,1.098,0.7211449230217183,high,0.1454092088248846
user_03,gemini2.5pro,0.2,zero,0.6434827115004722,6.382,0.5239083889383715,1.446,0.8297891298396237,high,0.164764047534562
user_03,gemini2.5pro,0.7,cot,0.3671784307390618,6.981999999999999,0.2138223561744655,1.242,0.4248999882325251,high,0.1310079396419486
user_03,gemini2.5pro,0.7,zero,0.8870287481248846,7.808,0.245010203869145,1.284,0.920244532719429,high,0.0686881124839373
user_03,gemini2.5pro,1.0,cot,0.3671784307390618,6.981999999999999,0.488702363407422,0.996,0.6112691714784902,high,0.1804245409935083
user_03,gemini2.5pro,1.0,zero,1.0708081060582235,6.783999999999999,0.2976071235706564,1.642,1.111395519155984,high,0.0988332027031193
user_03,gpt4o,0.2,cot,0.4541475531146238,5.7299999999999995,0.2938877336671267,-1.858,0.5409436199827113,high,0.2573844564349297
user_03,gpt4o,0.2,zero,0.4094264280673635,5.2059999999999995,0.1608415369237685,0.232,0.4398863489584554,high,0.2052105874308753
user_03,gpt4o,0.7,cot,1.1384507016116243,5.1579999999999995,0.2334095113743224,-2.126,1.162131662076204,high,0.4170394429195759
user_03,gpt4o,0.7,zero,0.4605105861975379,5.357999999999999,0.2996664812754339,0.33,0.5494269742195045,high,0.4430013860556535
user_03,gpt4o,1.0,cot,0.5916671361500485,4.208,0.4359243053558724,-1.886,0.7349149610669251,high,0.4451143603526007
user_03,gpt4o,1.0,zero,0.5887529193133568,5.356,0.3094026502795347,0.656,0.6651014960139543,high,0.5699928337690975
user_03,qwen,0.2,cot,0.4124681805909396,3.934,0.2679552201394852,0.43,0.4918638022867712,high,0.2385184195576254
user_03,qwen,0.2,zero,0.1118033988749894,5.81,0.0707106781186547,0.82,0.1322875655532295,high,0.0738805011111529
user_03,qwen,0.7,cot,0.6596438432972751,3.705999999999999,0.3906020993287158,0.052,0.7666159403508382,high,0.3293186384037349
user_03,qwen,0.7,zero,0.2759166540823514,5.833999999999999,0.0723187389270581,0.5439999999999999,0.2852367437761131,high,0.1754709714667669
user_03,qwen,1.0,cot,0.9050248615369636,3.6319999999999992,0.5048960289010005,-0.0419999999999999,1.036334887958521,high,0.3337834060981032
user_03,qwen,1.0,zero,0.311656862590895,5.906,0.3058921378525443,0.718,0.436692111217961,high,0.2774669160774544
user_04,gemini2.5pro,0.2,cot,1.4983557654976336,2.432,0.2557733371561626,5.568,1.5200296049748503,high,0.1273135943912175
user_04,gemini2.5pro,0.2,zero,0.4467325822010299,3.281999999999999,0.3485254653536812,5.712000000000001,0.5666039180944658,high,0.1064607123050557
user_04,gemini2.5pro,0.7,cot,0.5717342039794366,2.634,0.7041448714575715,4.922,0.907028114227999,high,0.1208619814879917
user_04,gemini2.5pro,0.7,zero,0.8386775304012861,3.156,0.5195478803729257,5.814,0.9865647469882552,high,0.1092179799575503
user_04,gemini2.5pro,1.0,cot,1.2226283163741956,2.408,0.5277594148852296,5.476,1.331671881508354,high,0.1015904703556139
user_04,gemini2.5pro,1.0,zero,1.125002222220027,2.006,0.2334095113743226,5.456,1.1489603996657152,high,0.1232971024627125
user_04,gpt4o,0.2,cot,0.3589150317275664,3.681999999999999,0.4760567193097898,2.614,0.5961962764056817,high,0.3093195063385099
user_04,gpt4o,0.2,zero,0.1614620698492374,2.9079999999999995,0.2500999800079959,4.01,0.2976911150840749,high,0.2510161711090036
user_04,gpt4o,0.7,cot,0.8356554313830552,3.032,0.5312532352842664,2.584,0.9902272466459404,high,0.4127008043132972
user_04,gpt4o,0.7,zero,0.7937694879497447,2.182,0.2465157195799084,3.528,0.83116785308384,high,0.4466957313063847
user_04,gpt4o,1.0,cot,0.6179158518762891,3.058,0.4543346784034872,3.038,0.7669680567011902,high,0.4725855104965875
user_04,gpt4o,1.0,zero,0.6021378579694188,1.9579999999999995,0.5307730211681825,3.5380000000000003,0.8026767718079301,high,0.5327090357803521
user_04,qwen,0.2,cot,0.4481294455846434,3.281999999999999,0.3178836265050467,5.630000000000001,0.5494269742195044,high,0.3205580336138777
user_04,qwen,0.2,zero,0.0,4.13,0.1575753787874233,5.416,0.1575753787874233,high,0.0859299768966677
user_04,qwen,0.7,cot,0.5374197614528143,2.9319999999999995,0.4574166590757274,5.014000000000001,0.7057265759485044,high,0.3948440089801042
user_04,qwen,0.7,zero,0.2051097267318154,4.108,0.2298477757125355,5.465999999999999,0.3080584360149873,high,0.2260634695170371
user_04,qwen,1.0,cot,0.8061141358393362,2.9079999999999995,0.4620281376712895,5.088,0.929134005405033,high,0.4286001168727175
user_04,qwen,1.0,zero,0.2942278029010854,4.132,0.3377425054682932,5.228,0.4479285657334214,high,0.3397034156581659
user_05,gemini2.5pro,0.2,cot,0.7786205751198718,3.0599999999999996,0.1507315494513341,1.702,0.7930762888902932,high,0.2015995697574439
user_05,gemini2.5pro,0.2,zero,1.0146772885996809,3.532,0.4169292505929512,3.5139999999999993,1.096995897895703,high,0.1583124346313362
user_05,gemini2.5pro,0.7,cot,0.6393903346157181,2.9579999999999997,0.42540568872548,1.982,0.7679778642643289,high,0.2233895294418422
user_05,gemini2.5pro,0.7,zero,1.676699138187886,3.7080000000000006,0.6539724764850583,3.054,1.7997222007854432,high,0.2334521600184994
user_05,gemini2.5pro,1.0,cot,1.512554131262746,3.3819999999999992,0.5507449500449368,2.288,1.6097018357447443,high,0.3009643758037262
user_05,gemini2.5pro,1.0,zero,1.1236102527122116,3.959999999999999,0.5724683397359194,2.822,1.2610392539489006,high,0.240225919599499
user_05,gpt4o,0.2,cot,0.1785497129653252,1.384,0.4228829625321881,0.2759999999999999,0.459031589326922,high,0.31726916261822
user_05,gpt4o,0.2,zero,0.4873397172404481,0.7799999999999999,0.4155117326863347,1.63,0.6404295433535214,high,0.2144194679865958
user_05,gpt4o,0.7,cot,0.5965064961926231,1.2819999999999998,0.3689444402616741,0.112,0.7013843454198275,high,0.5134375246479744
user_05,gpt4o,0.7,zero,0.8467998582900211,0.6079999999999999,0.3191708006694847,2.008,0.9049530374555356,high,0.5028027646616441
user_05,gpt4o,1.0,cot,0.5541389717390394,1.858,0.3436131545793903,0.308,0.6520276067775044,high,0.5508046502140193
user_05,gpt4o,1.0,zero,0.8519507027991702,0.0319999999999999,0.4880266386171968,1.6920000000000002,0.9818299241722062,high,0.5522193660132039
user_05,qwen,0.2,cot,0.1860913754046651,1.656,0.3840312487285378,0.194,0.4267434826684527,high,0.2598195774096505
user_05,qwen,0.2,zero,0.0,3.01,0.1321741275741966,1.292,0.1321741275741966,high,0.0742859753662264
user_05,qwen,0.7,cot,0.7355746053256595,1.732,0.1865475810617763,0.41,0.7588609885875014,high,0.3063955835314159
user_05,qwen,0.7,zero,0.3354101966249684,2.4099999999999997,0.2771281292110203,1.27,0.4350861983561418,high,0.1714544795382619
user_05,qwen,1.0,cot,0.690702540895862,0.8579999999999999,0.3578686910027196,0.152,0.7779074495079733,high,0.3638451687399854
user_05,qwen,1.0,zero,0.7387963183449143,2.1079999999999997,0.3602360337334397,1.168,0.8219428203956769,high,0.2846889514243173
user_06,gemini2.5pro,0.2,cot,0.4765186250294946,-5.718000000000001,0.0447213595499956,-9.98,0.4786125781882461,high,0.0273044949893875
user_06,gemini2.5pro,0.2,zero,0.3890758280849634,-5.5440000000000005,0.0,-9.49,0.3890758280849634,high,0.0116440015304413
user_06,gemini2.5pro,0.7,cot,0.3985222703940145,-5.8180000000000005,0.0,-10.0,0.3985222703940145,high,0.0245472273368929
user_06,gemini2.5pro,0.7,zero,0.0,-5.37,0.2232039426175083,-9.632,0.2232039426175083,high,0.022112106362172
user_06,gemini2.5pro,1.0,cot,0.3890758280849634,-5.5440000000000005,0.2793385043276346,-9.796,0.4789676398254895,high,0.0273044949893875
user_06,gemini2.5pro,1.0,zero,0.3770013262576142,-5.593999999999999,0.2793385043276346,-9.796,0.4692121055556857,high,0.0377725998211183
user_06,gpt4o,0.2,cot,0.2236067977499789,-5.470000000000001,0.3141973901864879,-9.672,0.3856423213289746,high,0.0778969930396578
user_06,gpt4o,0.2,zero,0.2542243104032343,-5.766000000000001,0.0742967024840271,-9.692,0.2648584527629807,high,0.0622364995807115
user_06,gpt4o,0.7,cot,0.1699411662899839,-5.5440000000000005,0.2124382263153221,-9.734,0.2720477899193449,high,0.0711232334586582
user_06,gpt4o,0.7,zero,0.3867428085950662,-5.468000000000001,0.1885470763496484,-9.55,0.4302557379047956,high,0.1469905797786687
user_06,gpt4o,1.0,cot,0.3985222703940145,-5.8180000000000005,0.1556277610196844,-9.838,0.42783174262787,high,0.0739638286884526
user_06,gpt4o,1.0,zero,0.4175164667411335,-5.442,0.2405826261391285,-9.496,0.4818713521262701,high,0.1662620909110464
user_06,qwen,0.2,cot,0.321434285663493,-4.642,0.1758408371226666,-8.942,0.3663877727217438,high,0.0855245026415942
user_06,qwen,0.2,zero,0.0657267069006199,-4.668000000000001,0.0884872872225159,-8.596,0.1102270384252432,high,0.0702694834377214
user_06,qwen,0.7,cot,0.2599423012901132,-4.818,0.2969511744378193,-8.964000000000002,0.3946517452134225,high,0.219695184191111
user_06,qwen,0.7,zero,0.0,-4.62,0.1050238068249294,-8.616,0.1050238068249294,high,0.0586254819072801
user_06,qwen,1.0,cot,0.347951145996101,-4.8420000000000005,0.3000333314816867,-8.831999999999999,0.4594453177473895,high,0.2220469775885322
user_06,qwen,1.0,zero,0.1750142851312429,-4.744000000000001,0.0602494813255679,-8.553999999999998,0.1850945704227976,high,0.1052014880290454
user_07,gemini2.5pro,0.2,cot,0.4767808720995422,-5.518000000000001,0.2787113201863173,-9.734,0.552268050859363,high,0.0856078302188939
user_07,gemini2.5pro,0.2,zero,0.5906098543031602,-5.8180000000000005,0.0,-10.0,0.5906098543031602,high,0.0478352303977756
user_07,gemini2.5pro,0.7,cot,0.4175164667411335,-5.942,0.2174396467988305,-9.846,0.470744091837593,high,0.0454001094230547
user_07,gemini2.5pro,0.7,zero,0.2542243104032343,-5.594,0.2280789337049784,-9.898,0.3415406271587612,high,0.0478352303977756
user_07,gemini2.5pro,1.0,cot,0.5172716887671314,-5.5680000000000005,0.2280789337049784,-9.898,0.5653229165706977,high,0.0429649884483338
user_07,gemini2.5pro,1.0,zero,0.5082519060465982,-5.892,0.1386362146049871,-9.938,0.5268206525944101,high,0.0454001094230547
user_07,gpt4o,0.2,cot,0.3096449579760665,-5.844,0.0836660026534072,-9.88,0.3207491231476712,high,0.0546089899787751
user_07,gpt4o,0.2,zero,0.3111591232793922,-5.442,0.0944986772394198,-9.426,0.325192250830182,high,0.0662529915092165
user_07,gpt4o,0.7,cot,0.339587985653203,-5.868,0.1175584960774849,-9.858,0.3593605431874791,high,0.0622364995807115
user_07,gpt4o,0.7,zero,0.3578686910027196,-5.192,0.1467310464761977,-9.384,0.3867815921162745,high,0.1871149729972082
user_07,gpt4o,1.0,cot,0.4330127018922193,-5.37,0.213236957397164,-9.712,0.4826696592909066,high,0.1024442203765507
user_07,gpt4o,1.0,zero,0.398911017646793,-5.465999999999999,0.1630030674557994,-9.372000000000002,0.4309292285283047,high,0.1662620909110464
user_07,qwen,0.2,cot,0.1847430648224717,-4.965999999999999,0.0786129760281343,-8.606,0.2007735042280231,high,0.1361170006918645
user_07,qwen,0.2,zero,0.0657267069006199,-4.692,0.0872926113711812,-8.638,0.1092703070371823,high,0.0702694834377214
user_07,qwen,0.7,cot,0.3233728498189048,-5.142,0.0670820393249941,-8.39,0.3302574753128232,high,0.2646064917817925
user_07,qwen,0.7,zero,0.2795174413162799,-4.866000000000001,0.1894201678808254,-8.576,0.3376536687198883,high,0.1642324441913991
user_07,qwen,1.0,cot,0.1434224529144582,-4.942,0.0836660026534078,-8.49,0.1660421633200436,high,0.2573844564349297
user_07,qwen,1.0,zero,0.1383112432161608,-4.965999999999999,0.1892617235470503,-8.501999999999999,0.2344141633946211,high,0.1678434618648305
user_08,gemini2.5pro,0.2,cot,0.284394092765655,-5.344,0.2174396467988305,-9.846,0.3579944133642314,high,0.0634957238567218
user_08,gemini2.5pro,0.2,zero,0.2420123963767145,-5.3420000000000005,0.0,-10.0,0.2420123963767145,high,0.0712065610359579
user_08,gemini2.5pro,0.7,cot,0.9555469637856634,-4.692,0.1609968943799846,-9.928,0.96901496376475,high,0.0883650978713886
user_08,gemini2.5pro,0.7,zero,0.6782846010341086,-5.3180000000000005,0.1697939928266017,-9.876,0.6992138442565335,high,0.0779803206169575
user_08,gemini2.5pro,1.0,cot,0.7182478680789802,-5.093999999999999,0.0,-10.0,0.7182478680789802,high,0.0273044949893875
user_08,gemini2.5pro,1.0,zero,1.0736945561937064,-4.868,0.0,-10.0,1.0736945561937064,high,0.0623198271580112
user_08,gpt4o,0.2,cot,0.3952847075210474,-4.74,0.1384557691105723,-9.611999999999998,0.4188317084462447,high,0.1104772042335606
user_08,gpt4o,0.2,zero,0.2394159560263267,-5.018,0.0894427190999921,-9.09,0.2555777768116784,high,0.0935574864986041
user_08,gpt4o,0.7,cot,0.3600416642556802,-4.766,0.1792484309554762,-9.684,0.4021939830479816,high,0.0779803206169575
user_08,gpt4o,0.7,zero,0.7071067811865476,-4.74,0.2393741840717168,-9.22,0.7465252842335619,high,0.2639193969154552
user_08,gpt4o,1.0,cot,0.1118033988749894,-4.540000000000001,0.2475479751482533,-9.716,0.2716247411411565,high,0.1196860847892811
user_08,gpt4o,1.0,zero,0.5110088061863514,-4.944000000000001,0.3642526595647586,-8.964,0.6275428272237681,high,0.2715469065173916
user_08,qwen,0.2,cot,0.2420123963767145,-5.3420000000000005,0.3340209574263267,-8.357999999999999,0.4124803025600131,high,0.2304854357006155
user_08,qwen,0.2,zero,0.1118033988749894,-5.32,0.0894427190999921,-8.68,0.1431782106327639,high,0.0349320045913239
user_08,qwen,0.7,cot,0.4473589163077003,-5.316000000000001,0.1738390059796704,-8.472,0.4799479138406582,high,0.3200264302707148
user_08,qwen,0.7,zero,0.1767766952966369,-5.37,0.220295256417382,-8.616000000000001,0.2824535360019416,high,0.1092179799575503
user_08,qwen,1.0,cot,0.1976613265158362,-5.618,0.1757270610919107,-8.604000000000001,0.2644806231087641,high,0.2417239629759834
user_08,qwen,1.0,zero,0.1369306393762915,-5.5200000000000005,0.358706007755655,-8.392,0.3839531221386277,high,0.1208619814879917
user_09,gemini2.5pro,0.2,cot,0.6764392064332166,-5.292,0.2334951819631405,-9.848,0.7156046394483478,high,0.0856078302188939
user_09,gemini2.5pro,0.2,zero,0.4613241810267482,-4.992,0.0,-10.0,0.4613241810267482,high,0.0273044949893875
user_09,gemini2.5pro,0.7,cot,0.4121650154974339,-6.166000000000001,0.1024695076595959,-9.529999999999998,0.4247116668988503,high,0.0622364995807115
user_09,gemini2.5pro,0.7,zero,0.4255232073577187,-5.518,0.0547722557505164,-9.94,0.429033798202426,high,0.0634957238567218
user_09,gemini2.5pro,1.0,cot,0.8625949223129011,-5.742000000000001,0.3705671329192594,-9.592,0.9388237321244068,high,0.107719936581066
user_09,gemini2.5pro,1.0,zero,0.8137137088681742,-5.594,0.0,-10.0,0.8137137088681742,high,0.0442242127243441
user_09,gpt4o,0.2,cot,0.4765186250294946,-5.718000000000001,0.0933809402394303,-9.838,0.4855821248769358,high,0.0429649884483338
user_09,gpt4o,0.2,zero,0.2851666179622012,-5.8180000000000005,0.0,-9.54,0.2851666179622012,high,0.0273044949893875
user_09,gpt4o,0.7,cot,0.3770013262576142,-5.594,0.0547722557505164,-9.84,0.3809593154130766,high,0.0518517223262805
user_09,gpt4o,0.7,zero,0.3770013262576142,-5.594,0.2197726097583593,-9.529999999999998,0.4363828594250697,high,0.1052014880290454
user_09,gpt4o,1.0,cot,0.1369306393762915,-5.470000000000001,0.0547722557505164,-9.84,0.1474788120375261,high,0.0429649884483338
user_09,gpt4o,1.0,zero,0.2835136681008519,-5.644,0.3692289262774521,-9.284,0.4655212132653035,high,0.1373762249678747
user_09,qwen,0.2,cot,0.0581377674149944,-5.266,0.150066651858433,-9.028,0.1609347693943112,high,0.0778969930396578
user_09,qwen,0.2,zero,0.0,-5.62,0.0,-8.92,0.0,high,0.0
user_09,qwen,0.7,cot,0.1123832727766903,-5.2940000000000005,0.2787113201863178,-8.964,0.3005162225238434,high,0.1454092088248846
user_09,qwen,0.7,zero,0.0,-5.62,0.2153369452741446,-9.088,0.2153369452741446,high,0.0819134849681627
user_09,qwen,1.0,cot,0.2452141920852053,-5.316000000000001,0.1479188966968052,-8.964,0.2863738814906138,high,0.132505983018433
user_09,qwen,1.0,zero,0.0,-5.62,0.1712308383440321,-9.088,0.1712308383440321,high,0.0935574864986041
user_10,gemini2.5pro,0.2,cot,0.0,-6.24,0.2218783450452071,-9.816,0.2218783450452071,high,0.0337561078926134
user_10,gemini2.5pro,0.2,zero,0.208134571851963,-6.392,0.0,-10.0,0.208134571851963,high,0.0156604934589462
user_10,gemini2.5pro,0.7,cot,0.0,-6.24,0.0547722557505164,-9.96,0.0547722557505164,high,0.0156604934589462
user_10,gemini2.5pro,0.7,zero,0.208134571851963,-6.392,0.2211786608151879,-9.878,0.3037103883636514,high,0.0377725998211183
user_10,gemini2.5pro,1.0,cot,0.2255659548779469,-6.266,0.0447213595499956,-9.98,0.2299565176288768,high,0.0349320045913239
user_10,gemini2.5pro,1.0,zero,0.2718087562975115,-6.066000000000001,0.0447213595499956,-9.98,0.2754632461872182,high,0.0349320045913239
user_10,gpt4o,0.2,cot,0.1369306393762915,-5.5200000000000005,0.0,-9.9,0.1369306393762915,high,0.0156604934589462
user_10,gpt4o,0.2,zero,0.442797922307682,-5.518000000000001,0.1685823241030922,-9.468,0.47380375684454,high,0.1132344718860553
user_10,gpt4o,0.7,cot,0.0,-5.62,0.1150217370760853,-9.816,0.1150217370760853,high,0.0389484965198289
user_10,gpt4o,0.7,zero,0.442797922307682,-5.518,0.1868956928342652,-9.444,0.4806245936279166,high,0.132505983018433
user_10,gpt4o,1.0,cot,0.2091650066335189,-5.42,0.0884872872225162,-9.776,0.2271123070201174,high,0.1052014880290454
user_10,gpt4o,1.0,zero,0.4733603278687389,-5.368,0.1988718180135132,-9.62,0.5134393829849829,high,0.1454092088248846
user_10,qwen,0.2,cot,0.3779947089576784,-4.966,0.1095445115010338,-9.11,0.3935479640399631,high,0.1401334926203694
user_10,qwen,0.2,zero,0.0,-5.37,0.0,-8.82,0.0,high,0.0313209869178925
user_10,qwen,0.7,cot,0.2738612787525831,-5.17,0.1127829774389741,-8.931999999999999,0.2961756235749326,high,0.1951479568542181
user_10,qwen,0.7,zero,0.1118033988749894,-5.42,0.1465264481245618,-8.832,0.1843095222716393,high,0.0662529915092165
user_10,qwen,1.0,cot,0.2992824752637548,-4.968,0.1852025917745208,-8.8,0.3519517012318591,high,0.2401425920221993
user_10,qwen,1.0,zero,0.1976613265158361,-5.118,0.1752712184016528,-8.758,0.2641779703154672,high,0.1642324441913991
user_11,gemini2.5pro,0.2,cot,0.9601458222582652,-2.244,0.4157884077268148,-8.336,1.0463077941026724,low,0.2166157698608426
user_11,gemini2.5pro,0.2,zero,1.5528425548007112,-2.5420000000000003,0.0547722557505173,-8.68,1.553808224975013,low,0.2001015263809595
user_11,gemini2.5pro,0.7,cot,1.3232082224653836,-1.766,0.3669196097239828,-8.434000000000001,1.3731387402589732,low,0.1775839457637139
user_11,gemini2.5pro,0.7,zero,0.927297147628526,-2.9440000000000004,0.1992987706936501,-8.732,0.9484724561103502,low,0.1362003282691641
user_11,gemini2.5pro,1.0,cot,0.9245647624693468,-2.518,0.1436314728741576,-8.575999999999999,0.9356548508932124,low,0.209842010279843
user_11,gemini2.5pro,1.0,zero,0.6340898989890945,-2.8920000000000003,0.2359449088240729,-8.687999999999999,0.6765648527672719,low,0.153036718426821
user_11,gpt4o,0.2,cot,0.6968715807091002,-3.866,0.2622975409720797,-8.320000000000002,0.7446005640610271,low,0.1951479568542181
user_11,gpt4o,0.2,zero,0.4561469061607236,-2.192,0.1853914776897794,-8.032,0.4923819655511359,low,0.1365224749469379
user_11,gpt4o,0.7,cot,0.328831263720468,-4.366,0.2742626478396209,-8.431999999999999,0.4281938813201327,low,0.2611621292629605
user_11,gpt4o,0.7,zero,0.979959182823448,-2.868,0.452139359047628,-7.814,1.0792358407688285,low,0.3502976495779861
user_11,gpt4o,1.0,cot,0.5514254256016855,-4.868,0.2603843313258303,-8.68,0.6098114462684345,low,0.3595898577110064
user_11,gpt4o,1.0,zero,0.4677071733467426,-2.62,0.1653178756214827,-7.764,0.4960645119336799,low,0.3992659751636826
user_11,qwen,0.2,cot,0.5598035369663182,-2.266,0.2794995527724508,-7.147999999999999,0.6256996084384263,low,0.2180304856600272
user_11,qwen,0.2,zero,0.4330127018922193,0.26,0.1162755348299889,-7.281999999999999,0.4483525398612122,low,0.0859299768966677
user_11,qwen,0.7,cot,0.7722175859173372,-1.818,0.1926914632255409,-7.374,0.7958957218128516,low,0.3858739475248579
user_11,qwen,0.7,zero,0.4904793573637936,-0.418,0.2803212442894759,-7.075999999999999,0.564933624419719,low,0.1405389668754429
user_11,qwen,1.0,cot,0.4961149060449605,-1.1940000000000002,0.2865833212174079,-7.446,0.572939787412255,low,0.4095674248408138
user_11,qwen,1.0,zero,0.5065273931388115,-0.368,0.3630426972134268,-7.6,0.6231933889251393,low,0.2120676745891747
user_12,gemini2.5pro,0.2,cot,0.6380673945595403,-5.516000000000001,0.193700800204852,-8.718,0.6668208155119335,low,0.1426519411723899
user_12,gemini2.5pro,0.2,zero,0.380302511167097,-4.843999999999999,0.0707106781186551,-8.72,0.3868203717489554,low,0.1100717299784871
user_12,gemini2.5pro,0.7,cot,0.758287544405155,-6.040000000000001,0.4163291966701352,-8.636,0.8650606915124511,low,0.1675213151870567
user_12,gemini2.5pro,0.7,zero,0.5269060637343245,-5.7940000000000005,0.1992987706936501,-8.608,0.5633382642782222,low,0.1000090994018299
user_12,gemini2.5pro,1.0,cot,0.5792840408642378,-6.168,0.2604227332626707,-8.822,0.6351299079715897,low,0.1116531009322712
user_12,gemini2.5pro,1.0,zero,0.5908214620340058,-5.242,0.1150217370760853,-8.636,0.6019136150644877,low,0.1686972118857673
user_12,gpt4o,0.2,cot,0.5311591098719856,-4.594,0.2674509300787714,-8.564,0.5946931982123219,low,0.2172600632163902
user_12,gpt4o,0.2,zero,0.4541475531146237,-2.72,0.1956527536223295,-7.384,0.4944997472193489,low,0.097573978427109
user_12,gpt4o,0.7,cot,0.4531887024187607,-5.394,0.2651414716712572,-8.75,0.525052378339533,low,0.3088307045061367
user_12,gpt4o,0.7,zero,0.4007118665575053,-2.692,0.3036939248651513,-7.806,0.5027922035990615,low,0.2911405643275431
user_12,gpt4o,1.0,cot,0.963265280179868,-4.966000000000001,0.3099193443462348,-8.4,1.0118942632508596,low,0.2823371580268961
